Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Juan Monaco,36.0,0.0,7,3.0,2.0,30.0,59.0,13.0,29.0,2.0,8.0,25.0,63.0,68,0,0.5084745762711864,0.4482758620689655,0.25,0.3968253968253968,2013-09-30,2013,Tokyo,First Round,Hard,88.0,0.03409090909090909,0.48863636363636365
Jurgen Melzer,26.0,1.0,14,4.0,2.0,44.0,65.0,11.0,28.0,3.0,8.0,34.0,99.0,89,0,0.676923076923077,0.39285714285714285,0.375,0.3434343434343434,2013-09-30,2013,Tokyo,First Round,Hard,93.0,0.043010752688172046,0.5913978494623656
Kevin Anderson,21.0,0.0,10,5.0,4.0,24.0,30.0,17.0,30.0,1.0,1.0,20.0,67.0,61,0,0.8,0.5666666666666667,1.0,0.29850746268656714,2013-09-30,2013,Tokyo,First Round,Hard,60.0,0.08333333333333333,0.6833333333333333
Marco Chiudinelli,161.0,1.0,18,6.0,4.0,57.0,80.0,20.0,39.0,3.0,8.0,50.0,137.0,127,0,0.7125,0.5128205128205128,0.375,0.36496350364963503,2013-09-30,2013,Tokyo,First Round,Hard,119.0,0.05042016806722689,0.6470588235294118
Marcos Baghdatis,49.0,1.0,13,17.0,1.0,39.0,48.0,20.0,44.0,2.0,4.0,22.0,79.0,81,0,0.8125,0.45454545454545453,0.5,0.27848101265822783,2013-09-30,2013,Tokyo,First Round,Hard,92.0,0.18478260869565216,0.6413043478260869
Pablo Cuevas,393.0,0.0,8,3.0,3.0,34.0,51.0,14.0,30.0,0.0,1.0,10.0,56.0,58,0,0.6666666666666666,0.4666666666666667,0.0,0.17857142857142858,2013-09-30,2013,Tokyo,First Round,Hard,81.0,0.037037037037037035,0.5925925925925926
Ryan Harrison,107.0,1.0,11,3.0,3.0,31.0,48.0,19.0,42.0,3.0,7.0,30.0,77.0,80,0,0.6458333333333334,0.4523809523809524,0.42857142857142855,0.38961038961038963,2013-09-30,2013,Tokyo,First Round,Hard,90.0,0.03333333333333333,0.5555555555555556
Tatsuma Ito,160.0,1.0,14,6.0,3.0,35.0,51.0,23.0,36.0,2.0,5.0,37.0,104.0,95,0,0.6862745098039216,0.6388888888888888,0.4,0.3557692307692308,2013-09-30,2013,Tokyo,First Round,Hard,87.0,0.06896551724137931,0.6666666666666666
Victor Hanescu,74.0,1.0,12,9.0,0.0,41.0,57.0,17.0,33.0,0.0,8.0,31.0,103.0,89,0,0.7192982456140351,0.5151515151515151,0.0,0.30097087378640774,2013-09-30,2013,Tokyo,First Round,Hard,90.0,0.1,0.6444444444444445
Yuichi Sugita,147.0,0.0,4,0.0,4.0,17.0,28.0,9.0,23.0,0.0,0.0,8.0,40.0,34,0,0.6071428571428571,0.391304347826087,0.0,0.2,2013-09-30,2013,Tokyo,First Round,Hard,51.0,0.0,0.5098039215686274
Carlos Berlocq,45.0,0.0,4,4.0,3.0,22.0,31.0,2.0,17.0,0.0,1.0,8.0,41.0,32,0,0.7096774193548387,0.11764705882352941,0.0,0.1951219512195122,2013-09-30,2013,Tokyo,Second Round,Hard,48.0,0.08333333333333333,0.5
Edouard Roger-Vasselin,65.0,0.0,9,5.0,4.0,33.0,45.0,6.0,20.0,1.0,7.0,23.0,69.0,62,0,0.7333333333333333,0.3,0.14285714285714285,0.3333333333333333,2013-09-30,2013,Tokyo,Second Round,Hard,65.0,0.07692307692307693,0.6
Feliciano Lopez,24.0,0.0,6,6.0,3.0,19.0,30.0,8.0,27.0,2.0,3.0,18.0,54.0,45,0,0.6333333333333333,0.2962962962962963,0.6666666666666666,0.3333333333333333,2013-09-30,2013,Tokyo,Second Round,Hard,57.0,0.10526315789473684,0.47368421052631576
Horacio Zeballos,53.0,0.0,6,7.0,3.0,24.0,35.0,13.0,29.0,0.0,0.0,6.0,42.0,43,0,0.6857142857142857,0.4482758620689655,0.0,0.14285714285714285,2013-09-30,2013,Tokyo,Second Round,Hard,64.0,0.109375,0.578125
Janko Tipsarevic,23.0,0.0,9,8.0,3.0,34.0,47.0,12.0,28.0,1.0,2.0,12.0,54.0,58,0,0.723404255319149,0.42857142857142855,0.5,0.2222222222222222,2013-09-30,2013,Tokyo,Second Round,Hard,75.0,0.10666666666666667,0.6133333333333333
Jeremy Chardy,38.0,0.0,7,7.0,3.0,31.0,47.0,10.0,22.0,0.0,0.0,7.0,47.0,48,0,0.6595744680851063,0.45454545454545453,0.0,0.14893617021276595,2013-09-30,2013,Tokyo,Second Round,Hard,69.0,0.10144927536231885,0.5942028985507246
Jo-Wilfried Tsonga,8.0,0.0,10,9.0,2.0,35.0,44.0,12.0,23.0,0.0,3.0,20.0,73.0,67,0,0.7954545454545454,0.5217391304347826,0.0,0.273972602739726,2013-09-30,2013,Tokyo,Second Round,Hard,67.0,0.13432835820895522,0.7014925373134329
Michal Przysiezny,92.0,1.0,13,11.0,2.0,43.0,55.0,17.0,34.0,0.0,8.0,33.0,102.0,93,0,0.7818181818181819,0.5,0.0,0.3235294117647059,2013-09-30,2013,Tokyo,Second Round,Hard,89.0,0.12359550561797752,0.6741573033707865
Alexandr Dolgopolov,39.0,1.0,12,11.0,1.0,39.0,54.0,17.0,45.0,3.0,8.0,33.0,89.0,89,0,0.7222222222222222,0.37777777777777777,0.375,0.3707865168539326,2013-09-30,2013,Tokyo,Quarter-finals,Hard,99.0,0.1111111111111111,0.5656565656565656
Jarkko Nieminen,44.0,0.0,8,6.0,1.0,29.0,52.0,8.0,16.0,2.0,8.0,23.0,68.0,60,0,0.5576923076923077,0.5,0.25,0.3382352941176471,2013-09-30,2013,Tokyo,Quarter-finals,Hard,68.0,0.08823529411764706,0.5441176470588235
Kei Nishikori,13.0,1.0,16,5.0,2.0,36.0,52.0,21.0,42.0,4.0,8.0,35.0,96.0,92,0,0.6923076923076923,0.5,0.5,0.3645833333333333,2013-09-30,2013,Tokyo,Quarter-finals,Hard,94.0,0.05319148936170213,0.6063829787234043
Lukas Lacko,81.0,0.0,6,2.0,3.0,23.0,37.0,8.0,18.0,0.0,0.0,10.0,47.0,41,0,0.6216216216216216,0.4444444444444444,0.0,0.2127659574468085,2013-09-30,2013,Tokyo,Quarter-finals,Hard,55.0,0.03636363636363636,0.5636363636363636
Ivan Dodig,34.0,0.0,7,7.0,2.0,24.0,33.0,15.0,29.0,0.0,1.0,15.0,62.0,54,0,0.7272727272727273,0.5172413793103449,0.0,0.24193548387096775,2013-09-30,2013,Tokyo,Semi-finals,Hard,62.0,0.11290322580645161,0.6290322580645161
Nicolas Almagro,17.0,0.0,12,8.0,2.0,40.0,48.0,12.0,26.0,1.0,1.0,19.0,76.0,71,0,0.8333333333333334,0.46153846153846156,1.0,0.25,2013-09-30,2013,Tokyo,Semi-finals,Hard,74.0,0.10810810810810811,0.7027027027027027
Milos Raonic,11.0,0.0,11,17.0,1.0,39.0,46.0,11.0,18.0,0.0,3.0,27.0,90.0,77,0,0.8478260869565217,0.6111111111111112,0.0,0.3,2013-09-30,2013,Tokyo,Finals,Hard,64.0,0.265625,0.78125
Albert Montanes,58.0,0.0,5,1.0,1.0,20.0,34.0,8.0,20.0,0.0,1.0,9.0,43.0,37,0,0.5882352941176471,0.4,0.0,0.20930232558139536,2013-10-07,2013,Shanghai,First Round,Hard,54.0,0.018518518518518517,0.5185185185185185
Alejandro Falla,110.0,0.0,11,8.0,0.0,35.0,47.0,15.0,28.0,1.0,3.0,23.0,77.0,73,0,0.7446808510638298,0.5357142857142857,0.3333333333333333,0.2987012987012987,2013-10-07,2013,Shanghai,First Round,Hard,75.0,0.10666666666666667,0.6666666666666666
Bernard Tomic,51.0,0.0,7,7.0,1.0,22.0,33.0,13.0,25.0,0.0,5.0,27.0,78.0,62,0,0.6666666666666666,0.52,0.0,0.34615384615384615,2013-10-07,2013,Shanghai,First Round,Hard,58.0,0.1206896551724138,0.603448275862069
Di Wu,244.0,0.0,6,1.0,3.0,24.0,36.0,9.0,22.0,0.0,0.0,15.0,53.0,48,0,0.6666666666666666,0.4090909090909091,0.0,0.2830188679245283,2013-10-07,2013,Shanghai,First Round,Hard,58.0,0.017241379310344827,0.5689655172413793
Dmitry Tursunov,40.0,1.0,14,11.0,5.0,40.0,50.0,13.0,36.0,4.0,6.0,35.0,90.0,88,0,0.8,0.3611111111111111,0.6666666666666666,0.3888888888888889,2013-10-07,2013,Shanghai,First Round,Hard,86.0,0.12790697674418605,0.6162790697674418
Gilles Simon,14.0,0.0,7,2.0,2.0,20.0,26.0,18.0,32.0,0.0,3.0,17.0,57.0,55,0,0.7692307692307693,0.5625,0.0,0.2982456140350877,2013-10-07,2013,Shanghai,First Round,Hard,58.0,0.034482758620689655,0.6551724137931034
Go Soeda,119.0,0.0,8,4.0,4.0,37.0,52.0,9.0,26.0,0.0,0.0,9.0,53.0,55,0,0.7115384615384616,0.34615384615384615,0.0,0.16981132075471697,2013-10-07,2013,Shanghai,First Round,Hard,78.0,0.05128205128205128,0.5897435897435898
Grigor Dimitrov,27.0,0.0,7,8.0,7.0,30.0,35.0,9.0,32.0,0.0,3.0,16.0,55.0,55,0,0.8571428571428571,0.28125,0.0,0.2909090909090909,2013-10-07,2013,Shanghai,First Round,Hard,67.0,0.11940298507462686,0.582089552238806
Ivan Dodig,29.0,1.0,13,13.0,3.0,34.0,51.0,17.0,34.0,2.0,8.0,36.0,101.0,87,0,0.6666666666666666,0.5,0.25,0.3564356435643564,2013-10-07,2013,Shanghai,First Round,Hard,85.0,0.15294117647058825,0.6
Janko Tipsarevic,24.0,0.0,8,4.0,1.0,27.0,35.0,11.0,19.0,0.0,1.0,11.0,52.0,49,0,0.7714285714285715,0.5789473684210527,0.0,0.21153846153846154,2013-10-07,2013,Shanghai,First Round,Hard,54.0,0.07407407407407407,0.7037037037037037
Jarkko Nieminen,41.0,1.0,15,8.0,2.0,44.0,63.0,13.0,24.0,3.0,10.0,45.0,119.0,102,0,0.6984126984126984,0.5416666666666666,0.3,0.37815126050420167,2013-10-07,2013,Shanghai,First Round,Hard,87.0,0.09195402298850575,0.6551724137931034
Julien Benneteau,33.0,1.0,12,8.0,1.0,37.0,52.0,10.0,21.0,2.0,7.0,34.0,90.0,81,0,0.7115384615384616,0.47619047619047616,0.2857142857142857,0.37777777777777777,2013-10-07,2013,Shanghai,First Round,Hard,73.0,0.1095890410958904,0.6438356164383562
Lleyton Hewitt,54.0,0.0,6,8.0,3.0,23.0,35.0,13.0,34.0,1.0,2.0,14.0,50.0,50,0,0.6571428571428571,0.38235294117647056,0.5,0.28,2013-10-07,2013,Shanghai,First Round,Hard,69.0,0.11594202898550725,0.5217391304347826
Mao-Xin Gong,95.0,0.0,7,2.0,0.0,20.0,31.0,11.0,21.0,0.0,0.0,8.0,48.0,39,0,0.6451612903225806,0.5238095238095238,0.0,0.16666666666666666,2013-10-07,2013,Shanghai,First Round,Hard,52.0,0.038461538461538464,0.5961538461538461
Michael Russell,101.0,0.0,4,2.0,1.0,28.0,46.0,6.0,20.0,0.0,3.0,11.0,47.0,45,0,0.6086956521739131,0.3,0.0,0.23404255319148937,2013-10-07,2013,Shanghai,First Round,Hard,66.0,0.030303030303030304,0.5151515151515151
Michal Przysiezny,79.0,0.0,8,7.0,1.0,25.0,35.0,11.0,18.0,0.0,3.0,12.0,55.0,48,0,0.7142857142857143,0.6111111111111112,0.0,0.21818181818181817,2013-10-07,2013,Shanghai,First Round,Hard,53.0,0.1320754716981132,0.6792452830188679
Mikhail Youzhny,21.0,0.0,2,4.0,3.0,10.0,18.0,8.0,18.0,0.0,0.0,5.0,17.0,23,0,0.5555555555555556,0.4444444444444444,0.0,0.29411764705882354,2013-10-07,2013,Shanghai,First Round,Hard,36.0,0.1111111111111111,0.5
Paolo Lorenzi,84.0,1.0,16,7.0,2.0,52.0,67.0,18.0,36.0,2.0,15.0,51.0,133.0,121,0,0.7761194029850746,0.5,0.13333333333333333,0.38345864661654133,2013-10-07,2013,Shanghai,First Round,Hard,103.0,0.06796116504854369,0.6796116504854369
Richard Gasquet,10.0,0.0,7,2.0,1.0,20.0,30.0,11.0,16.0,0.0,0.0,16.0,57.0,47,0,0.6666666666666666,0.6875,0.0,0.2807017543859649,2013-10-07,2013,Shanghai,First Round,Hard,46.0,0.043478260869565216,0.6739130434782609
Sam Querrey,31.0,0.0,8,11.0,3.0,31.0,39.0,6.0,19.0,0.0,0.0,15.0,57.0,52,0,0.7948717948717948,0.3157894736842105,0.0,0.2631578947368421,2013-10-07,2013,Shanghai,First Round,Hard,58.0,0.1896551724137931,0.6379310344827587
Santiago Giraldo,83.0,1.0,16,10.0,2.0,44.0,63.0,26.0,43.0,1.0,4.0,19.0,88.0,89,0,0.6984126984126984,0.6046511627906976,0.25,0.2159090909090909,2013-10-07,2013,Shanghai,First Round,Hard,106.0,0.09433962264150944,0.660377358490566
Tatsuma Ito,181.0,0.0,5,3.0,0.0,20.0,32.0,7.0,15.0,0.0,2.0,14.0,54.0,41,0,0.625,0.4666666666666667,0.0,0.25925925925925924,2013-10-07,2013,Shanghai,First Round,Hard,47.0,0.06382978723404255,0.574468085106383
Victor Hanescu,75.0,1.0,18,9.0,0.0,68.0,91.0,17.0,28.0,1.0,4.0,25.0,103.0,110,0,0.7472527472527473,0.6071428571428571,0.25,0.24271844660194175,2013-10-07,2013,Shanghai,First Round,Hard,119.0,0.07563025210084033,0.7142857142857143
Ze Zhang,271.0,0.0,7,4.0,2.0,27.0,44.0,7.0,16.0,0.0,0.0,10.0,53.0,44,0,0.6136363636363636,0.4375,0.0,0.18867924528301888,2013-10-07,2013,Shanghai,First Round,Hard,60.0,0.06666666666666667,0.5666666666666667
Alexandr Dolgopolov,34.0,0.0,5,7.0,2.0,18.0,24.0,7.0,17.0,0.0,0.0,11.0,48.0,36,0,0.75,0.4117647058823529,0.0,0.22916666666666666,2013-10-07,2013,Shanghai,Second Round,Hard,41.0,0.17073170731707318,0.6097560975609756
Andreas Seppi,22.0,0.0,7,0.0,3.0,21.0,34.0,11.0,21.0,1.0,5.0,23.0,67.0,55,0,0.6176470588235294,0.5238095238095238,0.2,0.34328358208955223,2013-10-07,2013,Shanghai,Second Round,Hard,55.0,0.0,0.5818181818181818
Benoit Paire,26.0,0.0,11,10.0,6.0,36.0,46.0,11.0,33.0,1.0,7.0,25.0,78.0,72,0,0.782608695652174,0.3333333333333333,0.14285714285714285,0.32051282051282054,2013-10-07,2013,Shanghai,Second Round,Hard,79.0,0.12658227848101267,0.5949367088607594
Daniel Brands,60.0,0.0,8,10.0,0.0,27.0,36.0,12.0,21.0,0.0,2.0,18.0,61.0,57,0,0.75,0.5714285714285714,0.0,0.29508196721311475,2013-10-07,2013,Shanghai,Second Round,Hard,57.0,0.17543859649122806,0.6842105263157895
Feliciano Lopez,30.0,0.0,8,15.0,3.0,36.0,49.0,13.0,30.0,0.0,1.0,12.0,59.0,61,0,0.7346938775510204,0.43333333333333335,0.0,0.2033898305084746,2013-10-07,2013,Shanghai,Second Round,Hard,79.0,0.189873417721519,0.620253164556962
Fernando Verdasco,32.0,1.0,15,9.0,2.0,45.0,57.0,16.0,27.0,1.0,4.0,25.0,92.0,86,0,0.7894736842105263,0.5925925925925926,0.25,0.2717391304347826,2013-10-07,2013,Shanghai,Second Round,Hard,84.0,0.10714285714285714,0.7261904761904762
Jeremy Chardy,38.0,0.0,7,5.0,3.0,21.0,29.0,12.0,24.0,0.0,1.0,12.0,55.0,45,0,0.7241379310344828,0.5,0.0,0.21818181818181817,2013-10-07,2013,Shanghai,Second Round,Hard,53.0,0.09433962264150944,0.6226415094339622
John Isner,13.0,0.0,10,12.0,0.0,37.0,53.0,12.0,15.0,0.0,0.0,5.0,55.0,54,0,0.6981132075471698,0.8,0.0,0.09090909090909091,2013-10-07,2013,Shanghai,Second Round,Hard,68.0,0.17647058823529413,0.7205882352941176
Jurgen Melzer,25.0,1.0,11,3.0,2.0,32.0,48.0,14.0,32.0,2.0,9.0,28.0,83.0,74,0,0.6666666666666666,0.4375,0.2222222222222222,0.3373493975903614,2013-10-07,2013,Shanghai,Second Round,Hard,80.0,0.0375,0.575
Kevin Anderson,20.0,1.0,16,21.0,3.0,56.0,80.0,21.0,40.0,2.0,3.0,21.0,82.0,98,0,0.7,0.525,0.6666666666666666,0.25609756097560976,2013-10-07,2013,Shanghai,Second Round,Hard,120.0,0.175,0.6416666666666667
Lukas Rosol,45.0,0.0,7,0.0,6.0,28.0,42.0,6.0,21.0,1.0,3.0,20.0,60.0,54,0,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.3333333333333333,2013-10-07,2013,Shanghai,Second Round,Hard,63.0,0.0,0.5396825396825397
Marcel Granollers,36.0,0.0,2,0.0,4.0,11.0,23.0,9.0,24.0,0.0,3.0,14.0,45.0,34,0,0.4782608695652174,0.375,0.0,0.3111111111111111,2013-10-07,2013,Shanghai,Second Round,Hard,47.0,0.0,0.425531914893617
Pablo Andujar,55.0,0.0,5,1.0,3.0,16.0,24.0,6.0,20.0,1.0,1.0,19.0,55.0,41,0,0.6666666666666666,0.3,1.0,0.34545454545454546,2013-10-07,2013,Shanghai,Second Round,Hard,44.0,0.022727272727272728,0.5
Philipp Kohlschreiber,23.0,1.0,15,22.0,0.0,43.0,57.0,21.0,40.0,2.0,8.0,26.0,89.0,90,0,0.7543859649122807,0.525,0.25,0.29213483146067415,2013-10-07,2013,Shanghai,Second Round,Hard,97.0,0.2268041237113402,0.6597938144329897
Tommy Robredo,19.0,0.0,7,4.0,4.0,23.0,31.0,10.0,26.0,0.0,6.0,20.0,61.0,53,0,0.7419354838709677,0.38461538461538464,0.0,0.32786885245901637,2013-10-07,2013,Shanghai,Second Round,Hard,57.0,0.07017543859649122,0.5789473684210527
Vasek Pospisil,43.0,0.0,11,2.0,1.0,36.0,43.0,14.0,35.0,1.0,6.0,24.0,78.0,74,0,0.8372093023255814,0.4,0.16666666666666666,0.3076923076923077,2013-10-07,2013,Shanghai,Second Round,Hard,78.0,0.02564102564102564,0.6410256410256411
Carlos Berlocq,44.0,0.0,7,6.0,2.0,34.0,55.0,11.0,24.0,0.0,0.0,18.0,61.0,63,0,0.6181818181818182,0.4583333333333333,0.0,0.29508196721311475,2013-10-07,2013,Shanghai,Third Round,Hard,79.0,0.0759493670886076,0.569620253164557
David Ferrer,4.0,0.0,7,1.0,1.0,27.0,41.0,10.0,21.0,1.0,4.0,20.0,60.0,57,0,0.6585365853658537,0.47619047619047616,0.25,0.3333333333333333,2013-10-07,2013,Shanghai,Third Round,Hard,62.0,0.016129032258064516,0.5967741935483871
Fabio Fognini,17.0,0.0,6,3.0,2.0,27.0,46.0,9.0,19.0,0.0,0.0,10.0,47.0,46,0,0.5869565217391305,0.47368421052631576,0.0,0.2127659574468085,2013-10-07,2013,Shanghai,Third Round,Hard,65.0,0.046153846153846156,0.5538461538461539
Kei Nishikori,18.0,0.0,6,1.0,0.0,26.0,45.0,12.0,26.0,1.0,3.0,11.0,51.0,49,0,0.5777777777777777,0.46153846153846156,0.3333333333333333,0.21568627450980393,2013-10-07,2013,Shanghai,Third Round,Hard,71.0,0.014084507042253521,0.5352112676056338
Milos Raonic,11.0,0.0,10,11.0,0.0,34.0,41.0,10.0,18.0,0.0,0.0,12.0,62.0,56,0,0.8292682926829268,0.5555555555555556,0.0,0.1935483870967742,2013-10-07,2013,Shanghai,Third Round,Hard,59.0,0.1864406779661017,0.7457627118644068
Roger Federer,7.0,1.0,14,3.0,2.0,52.0,73.0,15.0,29.0,1.0,5.0,31.0,104.0,98,0,0.7123287671232876,0.5172413793103449,0.2,0.2980769230769231,2013-10-07,2013,Shanghai,Third Round,Hard,102.0,0.029411764705882353,0.6568627450980392
Tomas Berdych,6.0,1.0,16,12.0,0.0,47.0,58.0,25.0,44.0,1.0,6.0,29.0,110.0,101,0,0.8103448275862069,0.5681818181818182,0.16666666666666666,0.2636363636363636,2013-10-07,2013,Shanghai,Third Round,Hard,102.0,0.11764705882352941,0.7058823529411765
Florian Mayer,50.0,0.0,5,3.0,0.0,24.0,38.0,6.0,13.0,0.0,4.0,16.0,57.0,46,0,0.631578947368421,0.46153846153846156,0.0,0.2807017543859649,2013-10-07,2013,Shanghai,Quarter-finals,Hard,51.0,0.058823529411764705,0.5882352941176471
Gael Monfils,42.0,1.0,13,9.0,3.0,44.0,67.0,17.0,36.0,2.0,4.0,26.0,86.0,87,0,0.6567164179104478,0.4722222222222222,0.5,0.3023255813953488,2013-10-07,2013,Shanghai,Quarter-finals,Hard,103.0,0.08737864077669903,0.5922330097087378
Nicolas Almagro,16.0,0.0,6,12.0,0.0,29.0,38.0,6.0,21.0,0.0,1.0,12.0,50.0,47,0,0.7631578947368421,0.2857142857142857,0.0,0.24,2013-10-07,2013,Shanghai,Quarter-finals,Hard,59.0,0.2033898305084746,0.5932203389830508
Stan Wawrinka,8.0,0.0,7,5.0,1.0,24.0,31.0,15.0,30.0,0.0,4.0,20.0,73.0,59,0,0.7741935483870968,0.5,0.0,0.273972602739726,2013-10-07,2013,Shanghai,Quarter-finals,Hard,61.0,0.08196721311475409,0.639344262295082
Jo-Wilfried Tsonga,9.0,0.0,7,4.0,2.0,26.0,45.0,9.0,27.0,2.0,3.0,21.0,60.0,56,0,0.5777777777777777,0.3333333333333333,0.6666666666666666,0.35,2013-10-07,2013,Shanghai,Semi-finals,Hard,72.0,0.05555555555555555,0.4861111111111111
Rafael Nadal,1.0,0.0,6,0.0,4.0,26.0,47.0,12.0,20.0,0.0,6.0,22.0,65.0,60,0,0.5531914893617021,0.6,0.0,0.3384615384615385,2013-10-07,2013,Shanghai,Semi-finals,Hard,67.0,0.0,0.5671641791044776
Juan Martin del Potro,5.0,1.0,13,5.0,2.0,51.0,75.0,13.0,29.0,1.0,4.0,24.0,85.0,88,0,0.68,0.4482758620689655,0.25,0.2823529411764706,2013-10-07,2013,Shanghai,Finals,Hard,104.0,0.04807692307692308,0.6153846153846154
Albert Ramos-Vinolas,83.0,0.0,4,1.0,5.0,18.0,30.0,6.0,25.0,1.0,3.0,19.0,53.0,43,0,0.6,0.24,0.3333333333333333,0.3584905660377358,2014-01-01,2014,Chennai,First Round,Hard,55.0,0.01818181818181818,0.43636363636363634
Aleksandr Nedovyesov,93.0,0.0,5,1.0,5.0,19.0,32.0,12.0,27.0,0.0,0.0,11.0,47.0,42,0,0.59375,0.4444444444444444,0.0,0.23404255319148937,2014-01-01,2014,Chennai,First Round,Hard,59.0,0.01694915254237288,0.5254237288135594
Henri Laaksonen,244.0,1.0,16,4.0,8.0,48.0,60.0,20.0,47.0,1.0,7.0,34.0,111.0,102,0,0.8,0.425531914893617,0.14285714285714285,0.3063063063063063,2014-01-01,2014,Chennai,First Round,Hard,107.0,0.037383177570093455,0.6355140186915887
Jeevan Nedunchezhiyan,314.0,0.0,7,0.0,3.0,16.0,35.0,13.0,23.0,2.0,4.0,19.0,57.0,48,0,0.45714285714285713,0.5652173913043478,0.5,0.3333333333333333,2014-01-01,2014,Chennai,First Round,Hard,58.0,0.0,0.5
Julian Reister,86.0,0.0,5,1.0,2.0,15.0,28.0,9.0,18.0,1.0,1.0,8.0,29.0,32,0,0.5357142857142857,0.5,1.0,0.27586206896551724,2014-01-01,2014,Chennai,First Round,Hard,46.0,0.021739130434782608,0.5217391304347826
Kyle Edmund,376.0,0.0,8,3.0,2.0,34.0,47.0,4.0,14.0,0.0,4.0,16.0,63.0,54,0,0.723404255319149,0.2857142857142857,0.0,0.25396825396825395,2014-01-01,2014,Chennai,First Round,Hard,61.0,0.04918032786885246,0.6229508196721312
Lukas Lacko,81.0,0.0,6,4.0,6.0,26.0,46.0,15.0,31.0,1.0,6.0,24.0,67.0,65,0,0.5652173913043478,0.4838709677419355,0.16666666666666666,0.3582089552238806,2014-01-01,2014,Chennai,First Round,Hard,77.0,0.05194805194805195,0.5324675324675324
Pablo Carreno Busta,64.0,0.0,7,3.0,3.0,25.0,35.0,10.0,26.0,1.0,1.0,13.0,46.0,48,0,0.7142857142857143,0.38461538461538464,1.0,0.2826086956521739,2014-01-01,2014,Chennai,First Round,Hard,61.0,0.04918032786885246,0.5737704918032787
Radu Albot,169.0,1.0,10,2.0,4.0,30.0,56.0,26.0,49.0,2.0,2.0,24.0,69.0,80,0,0.5357142857142857,0.5306122448979592,1.0,0.34782608695652173,2014-01-01,2014,Chennai,First Round,Hard,105.0,0.01904761904761905,0.5333333333333333
Roberto Bautista Agut,58.0,1.0,13,1.0,1.0,41.0,53.0,13.0,33.0,2.0,4.0,28.0,84.0,82,0,0.7735849056603774,0.3939393939393939,0.5,0.3333333333333333,2014-01-01,2014,Chennai,First Round,Hard,86.0,0.011627906976744186,0.627906976744186
Somdev Devvarman,90.0,1.0,13,2.0,1.0,37.0,57.0,15.0,31.0,3.0,8.0,47.0,114.0,99,0,0.6491228070175439,0.4838709677419355,0.375,0.41228070175438597,2014-01-01,2014,Chennai,First Round,Hard,88.0,0.022727272727272728,0.5909090909090909
Tim Smyczek,89.0,0.0,6,0.0,1.0,23.0,44.0,4.0,17.0,3.0,5.0,21.0,51.0,48,0,0.5227272727272727,0.23529411764705882,0.6,0.4117647058823529,2014-01-01,2014,Chennai,First Round,Hard,61.0,0.0,0.4426229508196721
Alexander Kudryavtsev,270.0,1.0,6,1.0,0.0,14.0,20.0,7.0,12.0,2.0,2.0,9.0,25.0,30,0,0.7,0.5833333333333334,1.0,0.36,2014-01-01,2014,Chennai,Second Round,Hard,32.0,0.03125,0.65625
Benjamin Becker,79.0,0.0,4,2.0,3.0,14.0,26.0,11.0,25.0,0.0,4.0,11.0,46.0,36,0,0.5384615384615384,0.44,0.0,0.2391304347826087,2014-01-01,2014,Chennai,Second Round,Hard,51.0,0.0392156862745098,0.49019607843137253
Fabio Fognini,16.0,0.0,6,1.0,3.0,19.0,30.0,7.0,15.0,1.0,3.0,20.0,57.0,46,0,0.6333333333333333,0.4666666666666667,0.3333333333333333,0.3508771929824561,2014-01-01,2014,Chennai,Second Round,Hard,45.0,0.022222222222222223,0.5777777777777777
Guillermo Garcia-Lopez,62.0,0.0,5,1.0,3.0,18.0,29.0,8.0,21.0,1.0,12.0,30.0,75.0,56,0,0.6206896551724138,0.38095238095238093,0.08333333333333333,0.4,2014-01-01,2014,Chennai,Second Round,Hard,50.0,0.02,0.52
Jiri Vesely,85.0,0.0,8,6.0,3.0,23.0,30.0,15.0,27.0,0.0,8.0,19.0,65.0,57,0,0.7666666666666667,0.5555555555555556,0.0,0.2923076923076923,2014-01-01,2014,Chennai,Second Round,Hard,57.0,0.10526315789473684,0.6666666666666666
Mikhail Youzhny,15.0,0.0,1,1.0,1.0,6.0,14.0,3.0,8.0,1.0,3.0,6.0,14.0,15,0,0.42857142857142855,0.375,0.3333333333333333,0.42857142857142855,2014-01-01,2014,Chennai,Second Round,Hard,22.0,0.045454545454545456,0.4090909090909091
Ramkumar Ramanathan,526.0,0.0,6,3.0,6.0,18.0,28.0,8.0,29.0,2.0,3.0,15.0,45.0,41,0,0.6428571428571429,0.27586206896551724,0.6666666666666666,0.3333333333333333,2014-01-01,2014,Chennai,Second Round,Hard,57.0,0.05263157894736842,0.45614035087719296
Aljaz Bedene,95.0,0.0,3,3.0,4.0,9.0,23.0,11.0,29.0,2.0,7.0,24.0,54.0,44,0,0.391304347826087,0.3793103448275862,0.2857142857142857,0.4444444444444444,2014-01-01,2014,Chennai,Quarter-finals,Hard,52.0,0.057692307692307696,0.38461538461538464
